Row,Anon Student Id,Session Id,Time,Duration (sec),Student Response Type,Student Response Subtype,Tutor Response Type,Tutor Response Subtype,Level (Unit),Problem Name,Problem View,Problem Start Time,Step Name,Attempt At Step,Outcome,Selection,Action,Input,Feedback Text,Feedback Classification,Help Level,Condition Name,KC (Step),KC Category (Step),KC (Problem),KC Category (Problem),KC (ActualSkill),KC Category (ActualSkill),KC (Default),KC Category (Default),KC (Single-KC),KC Category (Single-KC),KC (Unique-step),KC Category (Unique-step),School,Class,CF (ACTION),ExampleProblemTypeQuestion,Problem From Examples Tab?,Quiz ID,Problem from Failed Quiz Questions?,Count of Quiz Problems per Block,Metatutor Hint Followed?,Problem Category,Full Skillometer Opp Count,CF (ACTION_TYPE),CF (DURATION),CF (INFO),CF (RESULT),CF (STATUS),CF (STUDENT_LOG_COUNT),CF (USERID),CF (date),CF (tool_event_time)
710,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45531,0.125,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,'3x=12,1,UNGRADED,,,,,,,MetaTutor,'Nv=N,Transformation,'Nv=N,OneStep,,,,,Single-KC,,KC100,,Pilot,Pilot,Activation Rules Determined,,,,,,,,,SIM_STUDENT_LEARNING,253,,2 rules found,Quiz,94,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:39.350
711,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45531,0.125,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'3x=12,2,CORRECT,dorminTable3_C1R1,UpdateTable,'divide 3,,,,MetaTutor,'Nv=N,Transformation,'Nv=N,OneStep,divide-SimStudent,divide,divide-SimStudent,divide,Single-KC,,KC100,,Pilot,Pilot,Activation Rule Considered,,,,,,,,,SIM_STUDENT_LEARNING,,,1,Quiz,95,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:39.384
712,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45531,0.125,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'3x=12,3,INCORRECT,done,ButtonPressed,'-1,,,,MetaTutor,'Nv=N,Transformation,'Nv=N,OneStep,done-SimStudent,done,divide-SimStudent,divide,Single-KC,,KC100,,Pilot,Pilot,Activation Rule Considered,,,,,,,,,SIM_STUDENT_LEARNING,,,2,Quiz,96,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:39.419
3826,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,1/11/14 10:55,21.5,ATTEMPT,SimStudent,RESULT,Quiz,simStSession,'3x=12,1,1/11/14 10:52,'3x=12,1,CORRECT,dorminTable3_C1R1,UpdateTable,'divide 3,,,,MetaTutor,'Nv=N,Transformation,'Nv=N,OneStep,divide-SimStudent,divide,divide-SimStudent,divide,Single-KC,,KC83,,Pilot,Pilot,ClAlgebra Tutor Verified Correctness of Sim Student Input,,,,,,,,,SIM_STUDENT_QUIZ,,,Correct Action,Quiz,97,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:39.454
713,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45531,0.125,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,'3x=12[divide 3],1,UNGRADED,,,,,,,MetaTutor,'Nv=N[divide N],Typein,'Nv=N,OneStep,,,,,Single-KC,,KC211,,Pilot,Pilot,Activation Rules Determined,,,,,,,,,SIM_STUDENT_LEARNING,319,,3 rules found,Quiz,98,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:39.803
714,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45531,0.125,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'3x=12[divide 3],2,CORRECT,dorminTable1_C1R2,UpdateTable,'x,,,,MetaTutor,'Nv=N[divide N],Typein,'Nv=N,OneStep,divide-typein-SimStudent,divide-typein,divide-typein-SimStudent,divide-typein,Single-KC,,KC211,,Pilot,Pilot,Activation Rule Considered,,,,,,,,,SIM_STUDENT_LEARNING,,,1,Quiz,99,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:39.841
715,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45531,0.125,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'3x=12[divide 3],3,CORRECT,dorminTable2_C1R2,UpdateTable,'4,,,,MetaTutor,'Nv=N[divide N],Typein,'Nv=N,OneStep,divide-typein-SimStudent,divide-typein,divide-typein-SimStudent,divide-typein,Single-KC,,KC211,,Pilot,Pilot,Activation Rule Considered,,,,,,,,,SIM_STUDENT_LEARNING,,,2,Quiz,100,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:39.886
716,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45531,0.125,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'3x=12[divide 3],4,INCORRECT,done,ButtonPressed,'-1,,,,MetaTutor,'Nv=N[divide N],Typein,'Nv=N,OneStep,done-SimStudent,done,divide-typein-SimStudent,divide-typein,Single-KC,,KC211,,Pilot,Pilot,Activation Rule Considered,,,,,,,,,SIM_STUDENT_LEARNING,,,3,Quiz,101,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:39.922
3827,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,1/11/14 10:55,21.5,ATTEMPT,SimStudent,RESULT,Quiz,simStSession,'3x=12,1,1/11/14 10:52,'3x=12[divide 3],1,CORRECT,dorminTable1_C1R2,UpdateTable,'x,,,,MetaTutor,'Nv=N[divide N],Typein,'Nv=N,OneStep,divide-typein-SimStudent,divide-typein,divide-typein-SimStudent,divide-typein,Single-KC,,KC183,,Pilot,Pilot,ClAlgebra Tutor Verified Correctness of Sim Student Input,,,,,,,,,SIM_STUDENT_QUIZ,,,Correct Action,Quiz,102,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:39.954
717,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45532,0.143,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,'3x=12[divide 3],5,UNGRADED,,,,,,,MetaTutor,'Nv=N[divide N],Typein,'Nv=N,OneStep,,,,,Single-KC,,KC211,,Pilot,Pilot,Activation Rules Determined,,,,,,,,,SIM_STUDENT_LEARNING,243,,2 rules found,Quiz,103,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:40.230
718,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45532,0.143,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'3x=12[divide 3],6,CORRECT,dorminTable2_C1R2,UpdateTable,'4,,,,MetaTutor,'Nv=N[divide N],Typein,'Nv=N,OneStep,divide-typein-SimStudent,divide-typein,divide-typein-SimStudent,divide-typein,Single-KC,,KC211,,Pilot,Pilot,Activation Rule Considered,,,,,,,,,SIM_STUDENT_LEARNING,,,1,Quiz,104,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:40.268
719,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45532,0.143,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'3x=12[divide 3],7,INCORRECT,done,ButtonPressed,'-1,,,,MetaTutor,'Nv=N[divide N],Typein,'Nv=N,OneStep,done-SimStudent,done,divide-typein-SimStudent,divide-typein,Single-KC,,KC211,,Pilot,Pilot,Activation Rule Considered,,,,,,,,,SIM_STUDENT_LEARNING,,,2,Quiz,105,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:40.302
3828,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,1/11/14 10:55,0.333,ATTEMPT,SimStudent,RESULT,Quiz,simStSession,'3x=12,1,1/11/14 10:52,'3x=12[divide 3],2,CORRECT,dorminTable2_C1R2,UpdateTable,'4,,,,MetaTutor,'Nv=N[divide N],Typein,'Nv=N,OneStep,divide-typein-SimStudent,divide-typein,divide-typein-SimStudent,divide-typein,Single-KC,,KC183,,Pilot,Pilot,ClAlgebra Tutor Verified Correctness of Sim Student Input,,,,,,,,,SIM_STUDENT_QUIZ,,,Correct Action,Quiz,106,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:40.339
720,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45532,0.143,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,'x=4,1,UNGRADED,,,,,,,MetaTutor,'v=N,Transformation,'Nv=N,OneStep,,,,,Single-KC,,KC147,,Pilot,Pilot,Activation Rules Determined,,,,,,,,,SIM_STUDENT_LEARNING,248,,1 rules found,Quiz,107,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:40.615
721,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45532,0.143,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'x=4,2,CORRECT,done,ButtonPressed,'-1,,,,MetaTutor,'v=N,Transformation,'Nv=N,OneStep,done-SimStudent,done,done-SimStudent,done,Single-KC,,KC147,,Pilot,Pilot,Activation Rule Considered,,,,,,,,,SIM_STUDENT_LEARNING,,,1,Quiz,108,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:40.654
3829,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,1/11/14 10:55,0.333,ATTEMPT,SimStudent,RESULT,Quiz,simStSession,'3x=12,1,1/11/14 10:52,'x=4,1,CORRECT,done,ButtonPressed,'-1,,,,MetaTutor,'v=N,Transformation,'Nv=N,OneStep,done-SimStudent,done,done-SimStudent,done,Single-KC,,KC122,,Pilot,Pilot,ClAlgebra Tutor Verified Correctness of Sim Student Input,,,,,,,,,SIM_STUDENT_QUIZ,,,Correct Action,Quiz,109,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:40.686
3830,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,1/11/14 10:55,0.333,ATTEMPT,SimStudent,RESULT,Quiz,simStSession,'3x=12,1,1/11/14 10:52,'Quiz1.1,1,CORRECT,,,,,,,MetaTutor,,,'Nv=N,OneStep,,,,,Single-KC,,KC132,,Pilot,Pilot,Sim Student Answers Quiz Question,,,,,,,,,SIM_STUDENT_QUIZ,1730,,",divide 3,x,4,done",Quiz,110,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:40.715
722,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45532,0.143,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,'Quiz1,1,UNGRADED,,,,,,,MetaTutor,,,,,,,,,Single-KC,,KC116,,Pilot,Pilot,Quiz Completed,,,,,,,,,SIM_STUDENT_QUIZ,1805,,0.0625,Quiz,111,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:40.745
723,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45532,0.143,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,Unknown,1,UNGRADED,,,,,,,MetaTutor,,,,,,,,,Single-KC,,KC43,,Pilot,Pilot,Quiz Solution Viewed,,,,,,,,,SIM_STUDENT_ACTION_LISTENER,,,1. 3x=12,Quiz,112,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:40.982
727,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45534,0.167,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,'START,1,UNGRADED,,,,Anna: What would be a good problem to do next?,,,MetaTutor,,,,,,,,,Single-KC,,KC110,,Pilot,Pilot,Chat Dialog Entered,,,,,,,,,SIM_STUDENT_DIALOGUE,,,,Quiz,113,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:41.004
724,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45534,0.167,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,Unknown,2,UNGRADED,,,,,,,MetaTutor,,,,,,,,,Single-KC,,KC43,,Pilot,Pilot,Left Tab,,,,,,,,,SIM_STUDENT_ACTION_LISTENER,121622,,Anna,Quiz,114,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:41.050
725,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45534,0.167,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,Unknown,3,UNGRADED,,,,,,,MetaTutor,,,,,,,,,Single-KC,,KC43,,Pilot,Pilot,Switched Tab,,,,,,,,,SIM_STUDENT_ACTION_LISTENER,,,Quiz,Quiz,115,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:41.246
726,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45534,0.167,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,Unknown,4,UNGRADED,,,,,,,MetaTutor,,,,,,,,,Single-KC,,KC43,,Pilot,Pilot,Quiz Solution Viewed on New Tab,,,,,,,,,SIM_STUDENT_ACTION_LISTENER,,,1. 3x=12,Quiz,116,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:41.273
728,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45534,0.167,ATTEMPT,Student,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'START,2,INCORRECT,Quiz,TabClicked,'-1,,,,MetaTutor,,,,,problem-entry-Student,problem-entry,quiz-Student,quiz,Single-KC,,KC110,,Pilot,Pilot,Metatutor Model Traced,,,,,,,,,SIM_STUDENT_METATUTOR,,,simst-quiz-pass-take-quiz,Quiz,117,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:41.301
729,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45534,0.167,ATTEMPT,Student,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'START,3,CORRECT,Quiz,TabClicked,'-1,,,,MetaTutor,,,,,problem-entry-Student,problem-entry,problem-entry-Student,problem-entry,Single-KC,,KC110,,Pilot,Pilot,Metatutor Model Traced,,,,,,,,,SIM_STUDENT_METATUTOR,,,simst-tab-clicked,Quiz,118,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:41.459
730,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45551,15,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,Unknown,5,UNGRADED,,,,,,,MetaTutor,,,,,,,,,Single-KC,,KC43,,Pilot,Pilot,Student Tried to Expand Untaken Quiz,,,,,,,,,SIM_STUDENT_ACTION_LISTENER,,,FALSE,Quiz,119,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:55:56.975
731,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45567,2,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,Unknown,6,UNGRADED,,,,,,,MetaTutor,,,,,,,,,Single-KC,,KC43,,Pilot,Pilot,Next Problem Button Clicked,,,,,,,,,SIM_STUDENT_ACTION_LISTENER,,,,Quiz,120,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:10.314
736,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45567,2,ATTEMPT,Student,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'START,4,INCORRECT,next problem,ButtonPressed,'-1,,,,MetaTutor,,,,,next problem-Student,next problem,quiz-Student,quiz,Single-KC,,KC110,,Pilot,Pilot,Metatutor Model Traced,,,,,,,,,SIM_STUDENT_METATUTOR,,,simst-quiz-pass-take-quiz,Quiz,121,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:10.572
732,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45567,2,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,Unknown,7,UNGRADED,,,,,,,MetaTutor,,,,,,,,,Single-KC,,KC43,,Pilot,Pilot,Left Tab,,,,,,,,,SIM_STUDENT_ACTION_LISTENER,29564,,Quiz,Quiz,122,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:10.614
733,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45567,2,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,Unknown,8,UNGRADED,,,,,,,MetaTutor,,,,,,,,,Single-KC,,KC43,,Pilot,Pilot,Finished Quiz Solution View by Leaving Tab,,,,,,,,,SIM_STUDENT_ACTION_LISTENER,29522,,1. 3x=12,Quiz,123,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:10.795
734,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45567,2,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,Unknown,9,UNGRADED,,,,,,,MetaTutor,,,,,,,,,Single-KC,,KC43,,Pilot,Pilot,Switched Tab,,,,,,,,,SIM_STUDENT_ACTION_LISTENER,,,Anna,Quiz,124,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:10.839
737,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45567,2,ATTEMPT,Student,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'START,5,INCORRECT,Anna,TabClicked,'-1,,,,MetaTutor,,,,,problem-entry-Student,problem-entry,quiz-Student,quiz,Single-KC,,KC110,,Pilot,Pilot,Metatutor Model Traced,,,,,,,,,SIM_STUDENT_METATUTOR,,,simst-quiz-pass-take-quiz,Quiz,125,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:10.874
735,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45567,2,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,'START,6,UNGRADED,,,,Anna: What problem will help me do better on the quiz next time?,,,MetaTutor,,,,,,,,,Single-KC,,KC110,,Pilot,Pilot,Chat Dialog Entered,,,,,,,,,SIM_STUDENT_DIALOGUE,,,,Quiz,126,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:10.891
738,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45568,1,ATTEMPT,Student,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'START,7,CORRECT,Anna,TabClicked,'-1,,,,MetaTutor,,,,,problem-entry-Student,problem-entry,problem-entry-Student,problem-entry,Single-KC,,KC110,,Pilot,Pilot,Metatutor Model Traced,,,,,,,,,SIM_STUDENT_METATUTOR,,,simst-tab-clicked,Quiz,127,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:11.033
739,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45582,12,HINT_REQUEST,Student,HINT_MSG,,simStSession,'3x=12,1,41650.45282,'START,8,UNGRADED,One Step Equations,Skillometer Updated,'6,,,,MetaTutor,,,,,,,,,Single-KC,,KC110,,Pilot,Pilot,Skillometer Updated,,,,,,,,,SIM_STUDENT_ACTION_LISTENER,,,6,Quiz,128,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:23.732
740,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45584,2,HINT_REQUEST,Student,HINT_MSG,,simStSession,'3x=12,1,41650.45282,'START,9,UNGRADED,One Step Equations,Skillometer Updated,'6,,,,MetaTutor,,,,,,,,,Single-KC,,KC110,,Pilot,Pilot,Skillometer Updated,,,,,,,,,SIM_STUDENT_ACTION_LISTENER,,,0,Quiz,129,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:25.113
742,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45606,0.5,ATTEMPT,Student,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'START,10,INCORRECT,dorminTable1_C1R1,UpdateTable,'x-7,,,,MetaTutor,,,,,problem-entry-Student,problem-entry,quiz-Student,quiz,Single-KC,,KC110,,Pilot,Pilot,Metatutor Model Traced,,,,,,,,,SIM_STUDENT_METATUTOR,,,simst-quiz-pass-take-quiz,Quiz,130,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:44.076
743,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45606,0.5,ATTEMPT,Student,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'START,11,CORRECT,dorminTable1_C1R1,UpdateTable,'x-7,,,,MetaTutor,,,,,problem-entry-Student,problem-entry,problem-entry-Student,problem-entry,Single-KC,,KC110,,Pilot,Pilot,Metatutor Model Traced,,,,,,,,,SIM_STUDENT_METATUTOR,,,BUG-simst-enter-lhs-problem&1,Quiz,131,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:44.169
744,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.4561,3,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,'START,12,UNGRADED,,,,Anna: Are you ready for me to try this problem?,,,MetaTutor,,,,,,,,,Single-KC,,KC110,,Pilot,Pilot,Chat Dialog Entered,,,,,,,,,SIM_STUDENT_DIALOGUE,,,,Quiz,132,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:47.707
745,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45613,0.75,HINT_REQUEST,,HINT_MSG,,simStSession,'3x=12,1,41650.45282,'START,13,UNGRADED,,,,Me: Yes,,,MetaTutor,,,,,,,,,Single-KC,,KC110,,Pilot,Pilot,Chat Dialog Entered,,,,,,,,,SIM_STUDENT_DIALOGUE,,,,Quiz,133,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:50.755
746,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45613,0.75,ATTEMPT,Student,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'START,14,INCORRECT,dorminTable1_C1R1,UpdateTable,'x-7,,,,MetaTutor,,,,,problem-entry-Student,problem-entry,quiz-Student,quiz,Single-KC,,KC110,,Pilot,Pilot,Metatutor Model Traced,,,,,,,,,SIM_STUDENT_METATUTOR,,,simst-quiz-pass-take-quiz,Quiz,134,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:50.839
747,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45613,0.75,ATTEMPT,Student,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'START,15,CORRECT,dorminTable1_C1R1,UpdateTable,'x-7,,,,MetaTutor,,,,,problem-entry-Student,problem-entry,problem-entry-Student,problem-entry,Single-KC,,KC110,,Pilot,Pilot,Metatutor Model Traced,,,,,,,,,SIM_STUDENT_METATUTOR,,,BUG-simst-enter-lhs-problem&1,Quiz,135,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:50.973
749,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45615,0.5,ATTEMPT,Student,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'START,16,INCORRECT,dorminTable2_C1R1,UpdateTable,'3,,,,MetaTutor,,,'v-N=N,OneStep,problem-entry-Student,problem-entry,quiz-Student,quiz,Single-KC,,KC110,,Pilot,Pilot,Metatutor Model Traced,,,,,,,,,SIM_STUDENT_METATUTOR,,,simst-quiz-pass-take-quiz,Quiz,136,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:51.369
750,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45615,0.5,ATTEMPT,Student,RESULT,Logged Only,simStSession,'3x=12,1,41650.45282,'START,17,CORRECT,dorminTable2_C1R1,UpdateTable,'3,,,,MetaTutor,,,'v-N=N,OneStep,problem-entry-Student,problem-entry,problem-entry-Student,problem-entry,Single-KC,,KC110,,Pilot,Pilot,Metatutor Model Traced,,,,,,,,,SIM_STUDENT_METATUTOR,,,BUG-simst-enter-rhs-problem&1,Quiz,137,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:51.656
751,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45615,0,HINT_REQUEST,,HINT_MSG,,simStSession,'x-7=3,1,41650.45282,'x-7=3,1,UNGRADED,,,,,,,MetaTutor,'v-N=N,Transformation,'v-N=N,OneStep,,,,,Single-KC,,KC75,,Pilot,Pilot,New Problem Entered,,,,,,,,,SIM_STUDENT_PROBLEM,,,,Tutoring,138,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:51.942
752,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45615,0,HINT_REQUEST,,HINT_MSG,,simStSession,'x-7=3,1,41650.45282,'x-7=3,2,UNGRADED,,,,,,,MetaTutor,'v-N=N,Transformation,'v-N=N,OneStep,,,,,Single-KC,,KC75,,Pilot,Pilot,New Step Started,,,,,,,,,SIM_STUDENT_STEP,,,,Tutoring,139,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:51.976
753,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45615,0,ATTEMPT,Student,RESULT,Logged Only,simStSession,'x-7=3,1,41650.45282,'START,1,INCORRECT,yes,ButtonPressed,'-1,,,,MetaTutor,,,'v-N=N,OneStep,yes-Student,yes,quiz-Student,quiz,Single-KC,,KC13,,Pilot,Pilot,Metatutor Model Traced,,,,,,,,,SIM_STUDENT_METATUTOR,,,simst-quiz-pass-take-quiz,Tutoring,140,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:51.992
754,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45616,0.2,HINT_REQUEST,,HINT_MSG,,simStSession,'x-7=3,1,41650.45282,'x-7=3,3,UNGRADED,,,,Anna: Hmm...,,,MetaTutor,'v-N=N,Transformation,'v-N=N,OneStep,,,,,Single-KC,,KC75,,Pilot,Pilot,Chat Dialog Entered,,,,,,,,,SIM_STUDENT_DIALOGUE,,,,Tutoring,141,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:52.101
756,Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45616,0.2,ATTEMPT,Student,RESULT,Logged Only,simStSession,'x-7=3,1,41650.45282,'START,2,CORRECT,yes,ButtonPressed,'-1,,,,MetaTutor,,,'v-N=N,OneStep,yes-Student,yes,yes-Student,yes,Single-KC,,KC13,,Pilot,Pilot,Metatutor Model Traced,,,,,,,,,SIM_STUDENT_METATUTOR,,,BUG-simst-start-problem&1,Tutoring,142,ssmtJan14-p02,2014-01-11 Sat,2014-01-11-10:56:52.230
